year,countryName,position,points,nbMatches,nbTeams,year_1(based),year_2(based),year_3(based),year_4(based)
2009,Azerbaijan,41,4.498,8,3,0.666,1.333,1.333,0.5
2009,Estonia,42,4.332,6,3,0.833,1.5,0.833,0.833
2009,Albania,43,3.999,8,3,0.5,0.833,1.0,1.0
2009,Kazakhstan,44,3.249,6,3,0.75,0.666,1.0,
2009,Armenia,45,2.999,6,3,1.333,0.5,0.666,0.5
2009,Wales,46,2.331,6,3,0.666,0.666,0.666,0.0
2009,Northern Ireland,47,2.165,6,3,0.5,0.166,0.5,0.666
2009,Faroe Islands,48,2.165,6,3,0.333,0.5,0.666,0.333
2009,Luxembourg,49,1.332,6,3,0.333,0.166,0.5,0.333
2009,Montenegro,50,1.0,6,3,0.5,0.0,0.0,0.0
2009,Andorra,51,0.5,4,2,0.5,0.0,0.0,0.0
2009,Malta,52,0.499,6,3,0.0,0.166,0.0,0.333
2009,San Marino,53,0.25,4,2,0.25,0.0,0.0,0.0
2010,England,1,81.856,75,7,15.0,17.875,16.625,14.428
2010,Spain,2,79.757,81,7,13.312,13.875,19.0,15.642
2010,Italy,3,64.338,69,7,11.375,10.25,11.928,15.357
2010,Germany,4,64.207,75,6,12.687,13.5,9.5,10.437
2010,France,5,53.74,58,6,11.0,6.928,10.0,10.812
2010,Russia,6,43.791,30,6,9.75,11.25,6.625,10.0
2010,Ukraine,7,39.55,30,5,16.625,4.875,6.5,5.75
2010,Romania,8,39.491,50,6,2.642,2.6,11.333,16.833
2010,Portugal,9,38.296,50,6,6.785,7.928,8.083,5.5
2010,Netherlands,10,36.546,54,6,6.333,5.0,8.214,7.583
2010,Türkiye,11,34.45,38,5,7.0,9.75,6.1,4.0
2010,Greece,12,29.899,40,5,6.5,7.5,4.666,3.333
2010,Switzerland,13,28.375,26,4,2.9,6.25,4.1,9.375
2010,Belgium,14,27.9,44,5,4.5,4.5,4.7,5.5
2010,Denmark,15,27.35,32,5,8.2,5.125,6.125,3.5
2010,Scotland,16,25.791,28,6,1.875,10.25,6.75,4.25
2010,Bulgaria,17,22.0,28,4,2.25,2.75,5.125,8.75
2010,Czech Republic,18,21.975,32,5,2.375,5.125,5.75,4.625
2010,Austria,19,19.575,48,4,2.25,3.2,1.5,3.25
2010,Israel,20,18.875,36,4,1.75,2.375,6.0,1.5
2010,Cyprus,21,17.999,22,4,6.333,2.666,1.75,3.0
2010,Norway,22,17.4,20,5,2.5,5.4,2.0,5.4
2010,Slovakia,23,15.832,20,4,4.833,2.166,2.0,4.333
2010,Sweden,24,14.191,16,4,2.5,5.4,1.125,2.666
2010,Serbia,25,14.0,24,4,3.0,2.625,2.125,3.25
2010,Poland,26,12.541,16,4,5.0,1.666,2.625,1.125
2010,Croatia,27,12.332,24,4,4.333,3.666,1.0,0.333
2010,Belarus,28,11.541,22,4,4.0,1.833,1.0,1.333
2010,Republic of Ireland,29,9.541,14,4,2.5,1.0,2.833,1.833
2010,Finland,30,9.499,14,4,1.833,2.625,1.333,2.333
2010,Bosnia and Herzegovina,31,8.749,16,4,1.833,1.833,1.833,1.5
2010,Lithuania,32,8.416,12,4,2.5,1.5,1.833,1.333
2010,Latvia,33,8.248,20,4,1.166,1.333,2.166,1.333
2010,Moldova,34,7.29,20,4,0.666,1.333,1.5,1.666
2010,Slovenia,35,6.957,14,4,1.333,0.666,1.25,2.333
2010,Hungary,36,6.75,20,4,1.0,1.0,1.0,1.0
2010,Georgia,37,5.748,14,4,1.166,1.0,1.166,0.666
2010,Azerbaijan,38,5.498,16,4,0.666,0.666,1.333,1.333
2010,Iceland,39,5.415,12,4,1.166,1.166,1.0,0.833
2010,North Macedonia,40,5.332,10,4,0.5,1.666,1.166,1.5
2010,Liechtenstein,41,4.5,4,1,0.0,0.5,2.0,1.0
2010,Kazakhstan,42,4.499,12,4,0.833,0.75,0.666,1.0
2010,Estonia,43,4.374,12,4,0.333,0.833,1.5,0.833
2010,Albania,44,3.999,10,4,0.666,0.5,0.833,1.0
2010,Armenia,45,2.999,8,4,0.0,1.333,0.5,0.666
2010,Wales,46,2.581,8,4,0.333,0.666,0.666,0.666
2010,Montenegro,47,2.125,12,4,0.5,0.5,0.0,0.0
2010,Faroe Islands,48,1.832,8,4,0.333,0.333,0.5,0.666
2010,Northern Ireland,49,1.624,8,4,0.333,0.5,0.166,0.5
2010,Luxembourg,50,1.249,8,4,0.0,0.333,0.166,0.5
2010,Andorra,51,1.0,6,2,0.0,0.5,0.0,0.0
2010,Malta,52,0.916,10,4,0.0,0.0,0.166,0.0
2010,San Marino,53,0.75,4,2,0.0,0.25,0.0,0.0
2011,England,1,85.785,71,7,17.928,15.0,17.875,16.625
2011,Spain,2,82.329,73,7,17.928,13.312,13.875,19.0
2011,Germany,3,69.436,60,6,18.083,12.687,13.5,9.5
2011,Italy,4,60.552,62,7,15.428,11.375,10.25,11.928
2011,France,5,53.678,48,6,15.0,11.0,6.928,10.0
2011,Portugal,6,51.596,68,5,10.0,6.785,7.928,8.083
2011,Russia,7,44.707,52,6,6.166,9.75,11.25,6.625
2011,Ukraine,8,43.883,54,6,5.8,16.625,4.875,6.5
2011,Netherlands,9,40.129,64,6,9.416,6.333,5.0,8.214
2011,Türkiye,10,35.05,30,5,7.6,7.0,9.75,6.1
2011,Greece,11,34.166,42,5,7.9,6.5,7.5,4.666
2011,Denmark,12,30.55,36,5,4.4,8.2,5.125,6.125
2011,Belgium,13,27.0,38,5,8.7,4.5,4.5,4.7
2011,Romania,14,25.824,28,6,6.083,2.642,2.6,11.333
2011,Scotland,15,25.141,24,5,2.666,1.875,10.25,6.75
2011,Switzerland,16,24.9,40,5,5.75,2.9,6.25,4.1
2011,Israel,17,22.0,24,4,7.25,1.75,2.375,6.0
2011,Czech Republic,18,20.85,22,4,4.1,2.375,5.125,5.75
2011,Austria,19,20.7,34,4,9.375,2.25,3.2,1.5
2011,Cyprus,20,18.124,22,4,4.25,6.333,2.666,1.75
2011,Bulgaria,21,17.875,30,4,3.125,2.25,2.75,5.125
2011,Croatia,22,16.124,28,4,3.0,4.333,3.666,1.0
2011,Belarus,23,16.083,32,4,3.375,4.0,1.833,1.0
2011,Poland,24,15.916,26,4,2.125,5.0,1.666,2.625
2011,Slovakia,25,14.499,20,4,2.5,4.833,2.166,2.0
2011,Norway,26,14.375,20,4,2.1,2.5,5.4,2.0
2011,Serbia,27,14.25,22,4,3.0,3.0,2.625,2.125
2011,Sweden,28,14.125,24,5,2.5,2.5,5.4,1.125
2011,Bosnia and Herzegovina,29,9.124,14,4,1.75,1.833,1.833,1.833
2011,Finland,30,8.966,20,5,1.375,1.833,2.625,1.333
2011,Republic of Ireland,31,8.708,12,4,1.375,2.5,1.0,2.833
2011,Hungary,32,8.5,24,4,2.75,1.0,1.0,1.0
2011,Moldova,33,7.749,22,4,2.125,0.666,1.333,1.5
2011,Lithuania,34,7.708,10,4,1.25,2.5,1.5,1.833
2011,Latvia,35,7.415,8,4,2.25,1.166,1.333,2.166
2011,Georgia,36,6.957,16,4,1.75,1.166,1.0,1.166
2011,Azerbaijan,37,6.165,14,4,1.5,0.666,0.666,1.333
2011,Slovenia,38,6.124,12,4,1.375,1.333,0.666,1.25
2011,North Macedonia,39,5.207,14,4,0.5,0.5,1.666,1.166
2011,Iceland,40,4.957,10,4,1.25,1.166,1.166,1.0
2011,Kazakhstan,41,4.374,12,4,1.25,0.833,0.75,0.666
2011,Liechtenstein,42,4.0,2,1,1.0,0.0,0.5,2.0
2011,Montenegro,43,3.875,14,4,1.125,0.5,0.5,0.0
2011,Albania,44,3.874,10,4,1.0,0.666,0.5,0.833
2011,Estonia,45,3.791,8,4,0.875,0.333,0.833,1.5
2011,Wales,46,2.79,14,4,0.25,0.333,0.666,0.666
2011,Armenia,47,2.583,8,4,0.5,0.0,1.333,0.5
2011,Malta,48,2.416,8,3,0.75,0.0,0.0,0.166
2011,Northern Ireland,49,2.249,12,4,0.125,0.333,0.5,0.166
2011,Faroe Islands,50,1.416,8,4,0.0,0.333,0.333,0.5
2011,Luxembourg,51,1.374,8,4,0.25,0.0,0.333,0.166
2011,Andorra,52,1.0,8,4,0.5,0.0,0.5,0.0
2011,San Marino,53,0.916,6,3,0.5,0.0,0.25,0.0
2012,England,1,84.41,85,8,18.357,17.928,15.0,17.875
2012,Spain,2,84.186,83,7,18.214,17.928,13.312,13.875
2012,Germany,3,75.186,59,6,15.666,18.083,12.687,13.5
2012,Italy,4,59.981,52,7,11.571,15.428,11.375,10.25
2012,Portugal,5,55.346,58,6,18.8,10.0,6.785,7.928
2012,France,6,54.178,46,6,10.75,15.0,11.0,6.928
2012,Russia,7,47.832,44,6,10.916,6.166,9.75,11.25
2012,Netherlands,8,45.515,54,5,11.166,9.416,6.333,5.0
2012,Ukraine,9,45.133,48,6,10.083,5.8,16.625,4.875
2012,Greece,10,37.1,38,5,7.6,7.9,6.5,7.5
2012,Türkiye,11,34.05,28,5,4.6,7.6,7.0,9.75
2012,Belgium,12,32.4,50,5,4.6,8.7,4.5,4.5
2012,Denmark,13,27.525,28,5,6.7,4.4,8.2,5.125
2012,Switzerland,14,26.8,30,5,5.9,5.75,2.9,6.25
2012,Austria,15,26.325,42,4,4.375,9.375,2.25,3.2
2012,Cyprus,16,25.499,36,4,3.125,4.25,6.333,2.666
2012,Israel,17,22.0,38,4,4.625,7.25,1.75,2.375
2012,Scotland,18,21.141,18,4,3.6,2.666,1.875,10.25
2012,Czech Republic,19,20.35,24,4,3.5,4.1,2.375,5.125
2012,Poland,20,19.916,34,4,4.5,2.125,5.0,1.666
2012,Croatia,21,18.874,24,4,4.125,3.0,4.333,3.666
2012,Romania,22,18.824,44,6,3.166,6.083,2.642,2.6
2012,Belarus,23,18.208,20,4,5.875,3.375,4.0,1.833
2012,Sweden,24,15.9,30,5,2.6,2.5,2.5,5.4
2012,Slovakia,25,14.874,24,4,3.0,2.5,4.833,2.166
2012,Norway,26,14.675,24,5,2.375,2.1,2.5,5.4
2012,Serbia,27,14.25,16,4,3.5,3.0,3.0,2.625
2012,Bulgaria,28,14.25,14,4,4.625,3.125,2.25,2.75
2012,Hungary,29,9.75,14,4,2.75,2.75,1.0,1.0
2012,Finland,30,9.133,14,4,1.8,1.375,1.833,2.625
2012,Georgia,31,8.666,22,4,1.875,1.75,1.166,1.0
2012,Bosnia and Herzegovina,32,8.416,12,4,1.875,1.75,1.833,1.833
2012,Republic of Ireland,33,7.375,22,4,1.0,1.375,2.5,1.0
2012,Slovenia,34,7.124,22,4,1.5,1.375,1.333,0.666
2012,Lithuania,35,6.875,12,4,0.625,1.25,2.5,1.5
2012,Moldova,36,6.749,8,4,2.125,2.125,0.666,1.333
2012,Azerbaijan,37,6.207,12,4,2.0,1.5,0.666,0.666
2012,Latvia,38,5.874,10,4,0.5,2.25,1.166,1.333
2012,North Macedonia,39,5.666,14,4,1.375,0.5,0.5,1.666
2012,Kazakhstan,40,5.333,14,4,0.875,1.25,0.833,0.75
2012,Iceland,41,5.332,12,4,0.375,1.25,1.166,1.166
2012,Montenegro,42,4.375,8,4,1.75,1.125,0.5,0.5
2012,Liechtenstein,43,4.0,4,1,0.5,1.0,0.0,0.5
2012,Albania,44,3.916,12,4,0.875,1.0,0.666,0.5
2012,Malta,45,3.083,8,3,1.5,0.75,0.0,0.0
2012,Wales,46,2.749,10,4,0.875,0.25,0.333,0.666
2012,Estonia,47,2.666,8,4,0.25,0.875,0.333,0.833
2012,Northern Ireland,48,2.583,10,4,1.125,0.125,0.333,0.5
2012,Luxembourg,49,2.333,14,4,0.625,0.25,0.0,0.333
2012,Armenia,50,2.208,8,4,0.25,0.5,0.0,1.333
2012,Faroe Islands,51,1.416,8,4,0.25,0.0,0.333,0.333
2012,Andorra,52,1.0,8,4,0.0,0.5,0.0,0.5
2012,San Marino,53,0.916,6,3,0.166,0.5,0.0,0.25
2013,Spain,1,88.025,74,7,20.857,18.214,17.928,13.312
2013,England,2,82.963,75,7,15.25,18.357,17.928,15.0
2013,Germany,3,79.614,76,7,15.25,15.666,18.083,12.687
2013,Italy,4,64.147,62,6,11.357,11.571,15.428,11.375
2013,Portugal,5,59.168,55,6,11.833,18.8,10.0,6.785
2013,France,6,59.0,54,6,10.5,10.75,15.0,11.0
2013,Ukraine,7,49.758,46,6,7.75,10.083,5.8,16.625
2013,Russia,8,46.332,52,6,9.75,10.916,6.166,9.75
2013,Netherlands,9,44.729,44,7,13.6,11.166,9.416,6.333
2013,Türkiye,10,34.5,38,5,5.1,4.6,7.6,7.0
2013,Belgium,11,34.4,38,5,10.1,4.6,8.7,4.5
2013,Greece,12,34.0,28,5,7.6,7.6,7.9,6.5
2013,Switzerland,13,28.925,38,4,6.0,5.9,5.75,2.9
2013,Cyprus,14,26.833,24,4,9.125,3.125,4.25,6.333
2013,Denmark,15,25.7,24,5,3.1,6.7,4.4,8.2
2013,Austria,16,25.375,20,4,7.125,4.375,9.375,2.25
2013,Czech Republic,17,23.725,38,4,5.25,3.5,4.1,2.375
2013,Romania,18,23.024,36,5,4.333,3.166,6.083,2.642
2013,Israel,19,22.875,26,4,6.0,4.625,7.25,1.75
2013,Belarus,20,20.875,24,4,3.125,5.875,3.375,4.0
2013,Poland,21,20.75,22,4,6.625,4.5,2.125,5.0
2013,Croatia,22,19.583,24,4,3.75,4.125,3.0,4.333
2013,Sweden,23,15.625,36,4,2.9,2.6,2.5,2.5
2013,Scotland,24,15.191,22,5,2.75,3.6,2.666,1.875
2013,Serbia,25,14.625,24,4,2.125,3.5,3.0,3.0
2013,Slovakia,26,14.208,12,4,2.375,3.0,2.5,4.833
2013,Norway,27,14.175,38,5,2.3,2.375,2.1,2.5
2013,Bulgaria,28,12.25,8,4,1.5,4.625,3.125,2.25
2013,Hungary,29,11.75,24,4,2.25,2.75,2.75,1.0
2013,Slovenia,30,9.708,26,4,2.25,1.5,1.375,1.333
2013,Georgia,31,9.166,14,4,2.875,1.875,1.75,1.166
2013,Azerbaijan,32,8.541,22,4,1.375,2.0,1.5,0.666
2013,Finland,33,8.508,22,5,1.5,1.8,1.375,1.833
2013,Bosnia and Herzegovina,34,7.833,12,4,1.125,1.875,1.75,1.833
2013,Moldova,35,7.666,16,4,0.5,2.125,2.125,0.666
2013,Republic of Ireland,36,7.375,12,4,1.5,1.0,1.375,2.5
2013,Lithuania,37,6.5,14,4,1.0,0.625,1.25,2.5
2013,Kazakhstan,38,5.958,14,4,1.625,0.875,1.25,0.833
2013,Latvia,39,5.791,10,4,0.625,0.5,2.25,1.166
2013,Iceland,40,5.416,12,4,1.375,0.375,1.25,1.166
2013,Montenegro,41,5.25,16,4,0.5,1.75,1.125,0.5
2013,North Macedonia,42,5.25,12,4,1.625,1.375,0.5,0.5
2013,Albania,43,4.166,10,4,0.875,0.875,1.0,0.666
2013,Malta,44,3.958,10,4,0.833,1.5,0.75,0.0
2013,Liechtenstein,45,3.5,2,1,2.0,0.5,1.0,0.0
2013,Luxembourg,46,3.375,16,4,1.125,0.625,0.25,0.0
2013,Northern Ireland,47,3.083,12,4,0.5,1.125,0.125,0.333
2013,Wales,48,2.583,8,4,0.625,0.875,0.25,0.333
2013,Estonia,49,2.208,10,4,0.375,0.25,0.875,0.333
2013,Armenia,50,1.75,12,4,0.125,0.25,0.5,0.0
2013,Faroe Islands,51,1.583,8,4,0.5,0.25,0.0,0.333
2013,San Marino,52,0.666,6,3,0.0,0.166,0.5,0.0
2013,Andorra,53,0.5,6,3,0.0,0.0,0.5,0.0
2014,Spain,1,97.713,89,7,17.714,20.857,18.214,17.928
2014,England,2,84.748,70,7,16.428,15.25,18.357,17.928
2014,Germany,3,81.641,60,7,17.928,15.25,15.666,18.083
2014,Italy,4,66.938,58,6,14.416,11.357,11.571,15.428
2014,Portugal,5,62.299,53,6,11.75,11.833,18.8,10.0
2014,France,6,56.5,44,6,11.75,10.5,10.75,15.0
2014,Russia,7,46.998,54,6,9.75,9.75,10.916,6.166
2014,Netherlands,8,44.312,38,6,4.214,13.6,11.166,9.416
2014,Ukraine,9,40.966,46,6,9.5,7.75,10.083,5.8
2014,Belgium,10,36.3,40,5,6.5,10.1,4.6,8.7
2014,Türkiye,11,34.2,30,5,10.2,5.1,4.6,7.6
2014,Greece,12,33.6,28,5,4.4,7.6,7.6,7.9
2014,Switzerland,13,33.225,42,5,8.375,6.0,5.9,5.75
2014,Austria,14,30.925,38,5,2.25,7.125,4.375,9.375
2014,Czech Republic,15,29.35,36,4,8.5,5.25,3.5,4.1
2014,Romania,16,27.257,38,4,6.8,4.333,3.166,6.083
2014,Israel,17,26.875,30,4,3.25,6.0,4.625,7.25
2014,Cyprus,18,23.25,22,4,4.0,9.125,3.125,4.25
2014,Denmark,19,21.3,24,5,3.3,3.1,6.7,4.4
2014,Croatia,20,19.625,30,4,4.375,3.75,4.125,3.0
2014,Poland,21,18.875,24,4,2.5,6.625,4.5,2.125
2014,Belarus,22,18.625,16,4,4.5,3.125,5.875,3.375
2014,Scotland,23,16.566,20,4,4.3,2.75,3.6,2.666
2014,Sweden,24,16.325,30,5,5.125,2.9,2.6,2.5
2014,Bulgaria,25,15.625,26,4,0.75,1.5,4.625,3.125
2014,Norway,26,14.275,30,5,4.9,2.3,2.375,2.1
2014,Serbia,27,14.125,20,4,3.0,2.125,3.5,3.0
2014,Hungary,28,11.625,10,4,3.0,2.25,2.75,2.75
2014,Slovenia,29,11.0,20,4,3.25,2.25,1.5,1.375
2014,Slovakia,30,11.0,14,4,1.5,2.375,3.0,2.5
2014,Moldova,31,10.375,24,4,2.25,0.5,2.125,2.125
2014,Azerbaijan,32,10.375,18,4,3.0,1.375,2.0,1.5
2014,Georgia,33,9.875,18,4,1.5,2.875,1.875,1.75
2014,Kazakhstan,34,8.25,26,4,1.375,1.625,0.875,1.25
2014,Bosnia and Herzegovina,35,7.5,14,4,1.25,1.125,1.875,1.75
2014,Finland,36,7.175,10,5,2.0,1.5,1.8,1.375
2014,Iceland,37,6.75,20,4,1.25,1.375,0.375,1.25
2014,Latvia,38,6.25,14,4,1.25,0.625,0.5,2.25
2014,Montenegro,39,6.0,14,4,1.375,0.5,1.75,1.125
2014,Albania,40,5.5,18,4,0.75,0.875,0.875,1.0
2014,Lithuania,41,5.25,14,4,1.125,1.0,0.625,1.25
2014,North Macedonia,42,5.25,10,4,1.25,1.625,1.375,0.5
2014,Republic of Ireland,43,5.125,8,4,1.0,1.5,1.0,1.375
2014,Luxembourg,44,4.875,14,4,1.375,1.125,0.625,0.25
2014,Malta,45,4.833,10,4,0.875,0.833,1.5,0.75
2014,Liechtenstein,46,4.5,2,1,0.0,2.0,0.5,1.0
2014,Northern Ireland,47,3.625,10,4,1.0,0.5,1.125,0.125
2014,Wales,48,3.0,10,4,0.5,0.625,0.875,0.25
2014,Armenia,49,2.875,12,4,0.875,0.125,0.25,0.5
2014,Estonia,50,2.875,14,4,0.375,0.375,0.25,0.875
2014,Faroe Islands,51,2.125,12,4,0.5,0.5,0.25,0.0
2014,San Marino,52,0.999,6,3,0.0,0.0,0.166,0.5
2014,Andorra,53,0.833,6,3,0.0,0.0,0.0,0.5
2015,Spain,1,99.999,76,7,23.0,17.714,20.857,18.214
2015,England,2,80.391,58,7,16.785,16.428,15.25,18.357
2015,Germany,3,79.415,62,7,14.714,17.928,15.25,15.666
2015,Italy,4,70.51,79,6,14.166,14.416,11.357,11.571
2015,Portugal,5,61.382,44,6,9.916,11.75,11.833,18.8
2015,France,6,52.416,50,6,8.5,11.75,10.5,10.75
2015,Russia,7,50.498,52,6,10.416,9.75,9.75,10.916
2015,Ukraine,8,45.166,55,6,7.833,9.5,7.75,10.083
2015,Netherlands,9,40.979,40,6,5.916,4.214,13.6,11.166
2015,Belgium,10,37.2,46,5,6.4,6.5,10.1,4.6
2015,Switzerland,11,34.375,34,5,7.2,8.375,6.0,5.9
2015,Türkiye,12,32.6,36,5,6.7,10.2,5.1,4.6
2015,Greece,13,31.9,40,5,6.1,4.4,7.6,7.6
2015,Czech Republic,14,29.125,22,4,8.0,8.5,5.25,3.5
2015,Romania,15,26.299,32,4,6.875,6.8,4.333,3.166
2015,Austria,16,25.675,22,4,7.8,2.25,7.125,4.375
2015,Croatia,17,23.5,38,4,4.375,4.375,3.75,4.125
2015,Cyprus,18,22.3,30,5,2.75,4.0,9.125,3.125
2015,Poland,19,21.5,26,4,3.125,2.5,6.625,4.5
2015,Israel,20,21.0,12,4,5.75,3.25,6.0,4.625
2015,Belarus,21,20.75,32,4,1.75,4.5,3.125,5.875
2015,Denmark,22,19.8,30,5,3.8,3.3,3.1,6.7
2015,Scotland,23,17.9,26,4,3.25,4.3,2.75,3.6
2015,Sweden,24,17.725,34,5,3.2,5.125,2.9,2.6
2015,Bulgaria,25,16.75,22,4,5.625,0.75,1.5,4.625
2015,Norway,26,14.375,20,5,2.6,4.9,2.3,2.375
2015,Serbia,27,13.875,20,4,2.5,3.0,2.125,3.5
2015,Slovenia,28,13.625,20,4,2.625,3.25,2.25,1.5
2015,Azerbaijan,29,12.5,24,4,2.5,3.0,1.375,2.0
2015,Slovakia,30,11.25,26,4,1.625,1.5,2.375,3.0
2015,Hungary,31,11.0,18,4,0.875,3.0,2.25,2.75
2015,Kazakhstan,32,10.375,24,4,3.125,1.375,1.625,0.875
2015,Moldova,33,10.0,18,4,3.375,2.25,0.5,2.125
2015,Georgia,34,9.375,12,4,1.875,1.5,2.875,1.875
2015,Finland,35,8.2,22,5,0.5,2.0,1.5,1.8
2015,Iceland,36,8.0,18,4,2.5,1.25,1.375,0.375
2015,Bosnia and Herzegovina,37,7.5,16,4,1.5,1.25,1.125,1.875
2015,Liechtenstein,38,6.0,4,1,1.0,0.0,2.0,0.5
2015,North Macedonia,39,5.875,12,4,0.5,1.25,1.625,1.375
2015,Republic of Ireland,40,5.75,14,4,0.25,1.0,1.5,1.0
2015,Montenegro,41,5.625,10,4,1.25,1.375,0.5,1.75
2015,Albania,42,5.375,12,4,2.0,0.75,0.875,0.875
2015,Luxembourg,43,5.125,8,4,1.5,1.375,1.125,0.625
2015,Northern Ireland,44,4.875,12,4,0.875,1.0,0.5,1.125
2015,Lithuania,45,4.5,10,4,1.25,1.125,1.0,0.625
2015,Latvia,46,4.25,8,4,1.625,1.25,0.625,0.5
2015,Malta,47,4.208,8,4,0.875,0.875,0.833,1.5
2015,Estonia,48,3.5,14,4,1.0,0.375,0.375,0.25
2015,Faroe Islands,49,3.5,14,4,0.875,0.5,0.5,0.25
2015,Wales,50,2.875,8,4,0.75,0.5,0.625,0.875
2015,Armenia,51,2.75,8,4,1.125,0.875,0.125,0.25
2015,Andorra,52,0.833,8,3,0.333,0.0,0.0,0.0
2015,San Marino,53,0.499,6,3,0.333,0.0,0.0,0.166
2015,Gibraltar,54,0.25,4,2,0.0,0.0,0.0,0.0
2016,Spain,1,105.713,93,7,20.214,23.0,17.714,20.857
2016,Germany,2,80.177,72,7,15.857,14.714,17.928,15.25
2016,England,3,76.284,75,8,13.571,16.785,16.428,15.25
2016,Italy,4,70.439,46,6,19.0,14.166,14.416,11.357
2016,Portugal,5,53.082,52,6,9.083,9.916,11.75,11.833
2016,France,6,52.749,56,6,10.916,8.5,11.75,10.5
2016,Russia,7,51.082,48,5,9.666,10.416,9.75,9.75
2016,Ukraine,8,44.883,38,5,10.0,7.833,9.5,7.75
2016,Belgium,9,40.0,36,5,9.6,6.4,6.5,10.1
2016,Netherlands,10,35.563,38,6,6.083,5.916,4.214,13.6
2016,Türkiye,11,34.6,34,5,6.0,6.7,10.2,5.1
2016,Switzerland,12,33.775,34,5,6.9,7.2,8.375,6.0
2016,Czech Republic,13,32.925,42,5,3.875,8.0,8.5,5.25
2016,Greece,14,29.7,34,5,6.2,6.1,4.4,7.6
2016,Romania,15,25.383,18,4,5.125,6.875,6.8,4.333
2016,Austria,16,25.1,26,5,4.125,7.8,2.25,7.125
2016,Croatia,17,23.875,26,4,6.875,4.375,4.375,3.75
2016,Poland,18,22.5,32,4,4.75,3.125,2.5,6.625
2016,Cyprus,19,22.175,26,4,3.3,2.75,4.0,9.125
2016,Belarus,20,20.0,30,4,5.5,1.75,4.5,3.125
2016,Sweden,21,19.875,28,4,3.9,3.2,5.125,2.9
2016,Norway,22,19.25,42,4,2.2,2.6,4.9,2.3
2016,Israel,23,18.625,20,4,1.375,5.75,3.25,6.0
2016,Denmark,24,18.6,30,4,2.9,3.8,3.3,3.1
2016,Scotland,25,17.3,22,4,4.0,3.25,4.3,2.75
2016,Azerbaijan,26,14.875,34,4,3.625,2.5,3.0,1.375
2016,Serbia,27,14.625,26,4,2.75,2.5,3.0,2.125
2016,Kazakhstan,28,14.125,24,4,3.375,3.125,1.375,1.625
2016,Bulgaria,29,13.125,10,4,4.25,5.625,0.75,1.5
2016,Slovenia,30,13.125,10,4,4.0,2.625,3.25,2.25
2016,Slovakia,31,12.0,22,4,2.75,1.625,1.5,2.375
2016,Liechtenstein,32,10.5,6,1,2.5,1.0,0.0,2.0
2016,Hungary,33,9.875,18,4,2.125,0.875,3.0,2.25
2016,Moldova,34,9.125,14,4,1.75,3.375,2.25,0.5
2016,Iceland,35,8.75,12,4,2.5,2.5,1.25,1.375
2016,Georgia,36,8.125,8,4,1.25,1.875,1.5,2.875
2016,Finland,37,7.4,12,4,2.4,0.5,2.0,1.5
2016,Bosnia and Herzegovina,38,7.125,12,4,1.75,1.5,1.25,1.125
2016,Albania,39,6.625,22,4,0.875,2.0,0.75,0.875
2016,North Macedonia,40,6.0,14,4,1.125,0.5,1.25,1.625
2016,Republic of Ireland,41,5.45,14,5,2.0,0.25,1.0,1.5
2016,Latvia,42,5.375,14,4,0.25,1.625,1.25,0.625
2016,Luxembourg,43,5.25,10,4,0.5,1.5,1.375,1.125
2016,Montenegro,44,4.875,10,4,0.75,1.25,1.375,0.5
2016,Lithuania,45,4.625,10,4,0.5,1.25,1.125,1.0
2016,Northern Ireland,46,4.5,12,4,1.375,0.875,1.0,0.5
2016,Estonia,47,4.25,10,4,1.5,1.0,0.375,0.375
2016,Armenia,48,4.125,14,4,0.375,1.125,0.875,0.125
2016,Faroe Islands,49,3.625,8,4,1.375,0.875,0.5,0.5
2016,Malta,50,3.583,10,4,0.125,0.875,0.875,0.833
2016,Wales,51,3.5,12,4,0.125,0.75,0.5,0.625
2016,Gibraltar,52,1.0,6,2,0.25,0.0,0.0,0.0
2016,Andorra,53,0.999,6,3,0.5,0.333,0.0,0.0
2016,San Marino,54,0.333,6,3,0.0,0.333,0.0,0.0
2017,Spain,1,104.998,75,7,23.928,20.214,23.0,17.714
2017,Germany,2,79.498,60,7,16.428,15.857,14.714,17.928
2017,England,3,75.962,61,7,14.25,13.571,16.785,16.428
2017,Italy,4,73.332,57,6,11.5,19.0,14.166,14.416
2017,France,5,56.665,58,6,11.083,10.916,8.5,11.75
2017,Russia,6,50.532,44,5,11.5,9.666,10.416,9.75
2017,Portugal,7,49.332,36,6,10.5,9.083,9.916,11.75
2017,Ukraine,8,42.633,28,5,9.8,10.0,7.833,9.5
2017,Belgium,9,42.4,60,5,7.4,9.6,6.4,6.5
2017,Türkiye,10,39.2,48,5,6.6,6.0,6.7,10.2
2017,Czech Republic,11,33.175,40,5,7.3,3.875,8.0,8.5
2017,Switzerland,12,32.075,30,5,5.3,6.9,7.2,8.375
2017,Netherlands,13,31.063,45,5,5.75,6.083,5.916,4.214
2017,Greece,14,27.9,42,5,5.4,6.2,6.1,4.4
2017,Austria,15,25.35,40,4,3.8,4.125,7.8,2.25
2017,Croatia,16,25.25,28,4,4.5,6.875,4.375,4.375
2017,Romania,17,24.35,28,5,2.25,5.125,6.875,6.8
2017,Denmark,18,24.0,38,4,5.5,2.9,3.8,3.3
2017,Belarus,19,19.875,20,4,5.125,5.5,1.75,4.5
